"time","x20"
0.372,85.8249
0.374,85.8249
0.376,85.8249
0.378,85.8249
0.38,85.8249
0.382,85.8249
0.384,85.8249
0.386,85.8249
0.388,85.8249
0.39,85.8249
0.392,85.8249
0.394,85.8249
0.396,85.8249
0.398,85.8249
0.4,85.8249
0.402,85.8249
0.404,85.8249
0.406,85.8249
0.408,85.8249
0.41,85.8249
0.412,85.8249
0.414,85.8249
0.416,85.8249
0.418,85.8249
0.42,85.8249
0.422,85.8249
0.424,85.8249
0.426,85.8249
0.428,85.8249
0.43,85.8249
0.432,85.8249
0.434,85.8249
0.436,85.8249
0.438,85.8249
0.44,85.8249
0.442,85.8249
0.444,85.8249
0.446,85.8249
0.448,85.8249
0.45,85.8249
0.452,85.8249
0.454,85.8249
0.456,85.8249
0.458,85.8249
0.46,85.8249
0.462,85.8249
0.464,85.8249
0.466,85.8249
0.468,85.8249
0.47,85.8249
0.472,85.8249
0.474,85.8249
0.476,85.8249
0.478,85.8249
0.48,85.8249
0.482,85.8249
0.484,85.8249
0.486,85.8249
0.488,85.8249
0.49,85.8249
0.492,85.8249
0.494,85.8249
0.496,85.8249
0.498,85.8249
0.5,85.8249
0.502,85.8249
0.504,85.8249
0.506,85.8249
0.508,85.8249
0.51,85.8249
0.512,85.8249
0.514,85.8249
0.516,85.8249
0.518,85.8249
0.52,85.8249
0.522,85.8249
0.524,85.8249
0.526,85.8249
0.528,85.8249
0.53,85.8249
0.532,85.8249
0.534,85.8249
0.536,85.8249
0.538,85.8249
0.54,85.8249
0.542,85.8249
0.544,85.8249
0.546,85.8249
0.548,85.8249
0.55,85.8249
0.552,85.8249
0.554,85.8249
0.556,85.8249
0.558,85.8249
0.56,85.8249
0.562,85.8249
0.564,85.8249
0.566,85.8249
0.568,85.8249
0.57,85.8249
0.572,85.8249
0.574,85.8249
0.576,85.8249
0.578,85.8249
0.58,85.8249
0.582,85.8249
0.584,85.8249
0.586,85.8249
0.588,85.8249
0.59,85.8249
0.592,85.8249
0.594,85.8249
0.596,85.8249
0.598,85.8249
0.6,85.8249
0.602,85.8249
0.604,85.8249
0.606,85.8249
0.608,85.8249
0.61,85.8249
0.612,85.8249
0.614,85.8249
0.616,85.8249
0.618,85.8249
0.62,85.8249
0.622,85.8249
0.624,85.8249
0.626,85.8249
0.628,85.8249
0.63,85.8249
0.632,85.8249
0.634,85.8249
0.636,85.8249
0.638,85.8249
0.64,85.8249
0.642,85.8249
0.644,85.8249
0.646,85.8249
0.648,85.8249
0.65,85.8249
0.652,85.8249
0.654,85.8249
0.656,85.8249
0.658,85.8249
0.66,85.8249
0.662,85.8249
0.664,85.8249
0.666,85.8249
0.668,85.8249
0.67,85.8249
0.672,85.8249
0.674,85.8249
0.676,85.8249
0.678,85.8249
0.68,85.8249
0.682,85.8249
0.684,85.8249
0.686,85.8249
0.688,85.8249
0.69,85.8249
0.692,85.8249
0.694,85.8249
0.696,85.8249
0.698,85.8249
0.7,85.8249
0.702,85.8249
0.704,85.8249
0.706,85.8249
0.708,85.8249
0.71,85.8249
0.712,85.8249
0.714,85.8249
0.716,85.8249
0.718,85.8249
0.72,85.8249
0.722,85.8249
0.724,85.8249
0.726,85.8249
0.728,85.8249
0.73,85.8249
0.732,85.8249
0.734,85.8249
0.736,85.8249
0.738,85.8249
0.74,85.8249
0.742,85.8249
0.744,85.8249
0.746,85.8249
0.748,85.8249
0.75,85.8249
0.752,85.8249
0.754,85.8249
0.756,85.8249
0.758,85.8249
0.76,85.8249
0.762,85.8249
0.764,85.8249
0.766,85.8249
0.768,85.8249
0.77,85.8249
0.772,85.8249
0.774,85.8249
0.776,85.8249
0.778,85.8249
0.78,85.8249
0.782,85.8249
0.784,85.8249
0.786,85.8249
0.788,85.8249
0.79,85.8249
0.792,85.8249
0.794,85.8249
0.796,85.8249
0.798,85.8249
0.8,85.8249
0.802,85.8249
0.804,85.8249
0.806,85.8249
0.808,85.8249
0.81,85.8249
0.812,85.8249
0.814,85.8249
0.816,85.8249
0.818,85.8249
0.82,85.8249
0.822,85.8249
0.824,85.8249
0.826,85.8249
0.828,85.8249
0.83,85.8249
0.832,85.8249
0.834,85.8249
0.836,85.8249
0.838,85.8249
0.84,85.8249
0.842,85.8249
0.844,85.8249
0.846,85.8249
0.848,85.8249
0.85,85.8249
0.852,85.8249
0.854,85.8249
0.856,85.8249
0.858,85.8249
0.86,85.8249
0.862,85.8249
0.864,85.8249
0.866,85.8249
0.868,85.8249
0.87,85.8249
0.872,85.8249
0.874,85.8249
0.876,85.8249
0.878,85.8249
0.88,85.8249
0.882,85.8249
0.884,85.8249
0.886,85.8249
0.888,85.8249
0.89,85.8249
0.892,85.8249
0.894,85.8249
0.896,85.8249
0.898,85.8249
0.9,85.8249
0.902,85.8249
0.904,85.8249
0.906,85.8249
0.908,85.8249
0.91,85.8249
0.912,85.8249
0.914,85.8249
0.916,85.8249
0.918,85.8249
0.92,85.8249
0.922,85.8249
0.924,85.8249
0.926,85.8249
0.928,85.8249
0.93,85.8249
0.932,85.8249
0.934,85.8249
0.936,85.8249
0.938,85.8249
0.94,85.8249
0.942,85.8249
0.944,85.8249
0.946,85.8249
0.948,85.8249
0.95,85.8249
0.952,85.8249
0.954,85.8249
0.956,85.8249
0.958,85.8249
0.96,85.8249
0.962,85.8249
0.964,85.8249
0.966,85.8249
0.968,85.8249
0.97,85.8249
0.972,85.8249
0.974,85.8249
0.976,85.8249
0.978,85.8249
0.98,85.8249
0.982,85.8249
0.984,85.8249
0.986,85.8249
0.988,85.8249
0.99,85.8249
0.992,85.8249
0.994,85.8249
0.996,85.8249
0.998,85.8249
1,85.8249
1,85.8249
